binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn,lqv_priority_score
Psidium araucanum,Myrtaceae,Psidium araucanum Soares-Silva & Proen??a,tree,confirmed,5,NA,75.0,widespread,Endemic,3,1,,,,,,,,,,,1
Psidium australe,Myrtaceae,Psidium australe Cambess.,shrub,confirmed,300,NA,30.44,widespread,Not endemic,69,142,,,,,,,,,,,1
Psidium basanthum,Myrtaceae,Psidium basanthum O.Berg,shrub,new to AF,29,NA,4.17,occasional,Not in the AF,1,24,,,,,,,,,,,1
Psidium bergianum,Myrtaceae,Psidium bergianum (Nied.) Burret,shrub,new to AF,46,NA,7.59,occasional,Not in the AF,3,37,,,,,,,,,,,1
Psidium brownianum,Myrtaceae,Psidium brownianum Mart. ex DC.,shrub,confirmed,447,NA,75.29,widespread,Not endemic,235,59,,,,,,,,,,,1
Psidium decussatum,Myrtaceae,Psidium decussatum DC.,tree,confirmed,14,NA,76.92,widespread,Not endemic,10,2,,,,,,,,,,,1
Psidium ganevii,Myrtaceae,Psidium ganevii Landrum & Funch,shrub,probable occurrence in the AF,28,,,,,,,,,,,,,,,,,1
Psidium grandifolium,Myrtaceae,Psidium grandifolium Mart. ex DC.,tree,confirmed,513,NA,37.69,widespread,Not endemic,138,194,,,,,,,,,,,1
Psidium guyanense,Myrtaceae,Psidium guyanense Pers.,tree,new to AF,92,NA,48.41,widespread,Not in the AF,32,37,,,,,,,,,,,1
Psidium longipetiolatum,Myrtaceae,Psidium longipetiolatum D.Legrand,tree,confirmed,70,NA,88.07,widespread,Endemic,61,6,,,,,,,,,,,1
Psidium myrsinites,Myrtaceae,Psidium myrsinites DC.,tree,probable occurrence in the AF,281,,,,,,,,,,,,,,,,,1
Psidium myrtoides,Myrtaceae,Psidium myrtoides O.Berg,tree,confirmed,220,NA,66.88,widespread,Not endemic,104,52,,,,,,,,,,,1
Psidium nutans,Myrtaceae,Psidium nutans O.Berg,tree,confirmed,56,NA,16.25,widespread,Not endemic,6,33,,,,,,,,,,,1
Psidium oligospermum,Myrtaceae,Psidium oligospermum Mart. ex DC.,tree,confirmed,397,NA,54.17,widespread,Not endemic,146,132,,,,,,,,,,,1
Psidium rhombeum,Myrtaceae,Psidium rhombeum O.Berg,shrub,new to AF,26,NA,22.22,widespread,Not in the AF,3,10,,,,,,,,,,,1
Psidium riparium,Myrtaceae,Psidium riparium Mart. ex DC.,shrub,confirmed,109,NA,1.32,occasional,Not endemic,1,79,,,,,,,,,,,1
Psidium robustum,Myrtaceae,Psidium robustum O.Berg,tree,confirmed,20,NA,87.88,widespread,Not endemic,14,2,,,,,,,,,,,1
Psidium rufum,Myrtaceae,Psidium rufum Mart. ex DC.,tree,confirmed,261,NA,62.15,widespread,Not endemic,107,55,,,,,,,,,,,1
Psidium salutare,Myrtaceae,Psidium salutare (Kunth) O.Berg,tree,confirmed,671,NA,7.75,occasional,Not endemic,30,434,,,,,,,,,,,1
Psidium sartorianum,Myrtaceae,Psidium sartorianum (O.Berg) Nied.,tree,confirmed,286,NA,19.94,widespread,Not endemic,38,167,,,,,,,,,,,1
Psidium schenckianum,Myrtaceae,Psidium schenckianum Kiaersk.,tree,confirmed,195,NA,36.59,widespread,Not endemic,25,57,,,,,,,,,,,1
Psidium striatulum,Myrtaceae,Psidium striatulum Mart. ex DC.,tree,confirmed,166,NA,9.39,occasional,Not endemic,9,95,,,,,,,,,,,1
Psychotria alba,Rubiaceae,Psychotria alba Ruiz & Pav.,tree,new to AF,67,NA,12.82,widespread,Not in the AF,8,38,,,,,,,,,,,1
Psychotria anceps,Rubiaceae,Psychotria anceps Kunth,tree,confirmed,318,NA,3.97,occasional,Not endemic,8,198,,,,,,,,,,,1
Psychotria apoda,Rubiaceae,Psychotria apoda Steyerm.,shrub?,new to AF,28,NA,7.69,occasional,Not in the AF,2,24,,,,,,,,,,,1
Psychotria bahiensis,Rubiaceae,Psychotria bahiensis DC.,shrub,confirmed,531,NA,60.54,widespread,Not endemic,232,156,,,,,,,,,,,1
Psychotria berteroana,Rubiaceae,Psychotria berteroana DC.,tree,new to AF,5,NA,33.33,widespread,Not in the AF,1,3,,,,,,,,,,,1
Psychotria bracteocardia,Rubiaceae,Psychotria bracteocardia (DC.) Mull.Arg.,shrub,confirmed,187,NA,62.96,widespread,Not endemic,99,57,,,,,,,,,,,1
Psychotria capillacea,Rubiaceae,Psychotria capillacea (Mull.Arg.) Standl.,shrub,confirmed,91,NA,43.68,widespread,Not endemic,25,22,,,,,,,,,,,1
Psychotria capitata,Rubiaceae,Psychotria capitata Ruiz & Pav.,shrub,confirmed,1294,NA,16.4,widespread,Not endemic,168,841,,,,,,,,,,,1
Psychotria colorata,Rubiaceae,Psychotria colorata (Willd. ex Schult.) Mull.Arg.,shrub,confirmed,593,NA,24.86,widespread,Not endemic,110,359,,,,,,,,,,,1
Psychotria cupularis,Rubiaceae,Psychotria cupularis (Mull.Arg.) Standl.,tree,confirmed,334,NA,59.27,widespread,Not endemic,169,117,,,,,,,,,,,1
Psychotria deflexa,Rubiaceae,Psychotria deflexa DC.,shrub,confirmed,530,NA,69.74,widespread,Not endemic,329,133,,,,,,,,,,,1
Psychotria ernestii,Rubiaceae,Psychotria ernestii K.Krause,shrub,new to AF,208,NA,0.72,occasional,Not in the AF,1,138,,,,,,,,,,,1
